RNA GC1,RNA GC2,RNA GC3,RNA GC4,RNA GC5,RNA Soma1,RNA Soma2,RNA Soma3,RNA Soma4,RNA Soma5,Protein GC1,Protein GC2,Protein GC4,Protein GC5,Protein Soma1,Protein Soma2,Protein Soma3,Protein Soma4,Protein Soma5,Protein Soma6,GC [RNA] mean,Soma [RNA] mean,RNA GC/Soma,GC [Protein] mean,Soma [Protein] mean,Protein GC/Soma,RNA GC vs Soma Significant 5% FDR,Protein GC vs Soma significant 5% FDR,GOBP name,GOMF name,GOCC name,RNA deviation (SEM) GC,RNA deviation (SEM) Soma,Protein deviation (SEM) Soma,Prot dev (SEM) GC,Mol. weight [kDa],Protein IDs,Majority protein IDs,Protein names,Gene names,Fasta headers,ENSG
3.720127,3.720462,5.191,0.9618011,4.633666,4.719029,4.909667,4.130935,3.930024,3.912333,-3.611918,-5.861891,NaN,NaN,-1.105734,0.9667658,-1.246132,-0.1880312,1.368945,-0.6669512,3.64541122,4.3203976,-0.67498638,-4.7369045,-0.1451896,-4.5917149,,+,"induction of apoptosis;biological regulation;cellular macromolecule metabolic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;cellular response to stimulus;cellular response to stress;DNA damage response, signal transduction resulting in induction of apoptosis;establishment of localization;establishment of localization in cell;establishment of RNA localization;induction of apoptosis by intracellular signals;induction of programmed cell death;intracellular signal transduction;intracellular transport;macromolecule metabolic process;metabolic process;mRNA 3'-end processing;mRNA export from nucleus;mRNA metabolic process;mRNA polyadenylation;mRNA processing;mRNA transport;negative regulation of apoptosis;negative regulation of biological process;negative regulation of cell death;negative regulation of cellular process;negative regulation of programmed cell death;nitrogen compound metabolic process;nuclear export;nuclear transport;nucleic acid metabolic process;nucleic acid transport;nucleobase-containing compound metabolic process;nucleobase-containing compound transport;nucleocytoplasmic transport;poly(A)+ mRNA export from nucleus;positive regulation of apoptosis;positive regulation of biological process;positive regulation of cell death;positive regulation of cellular process;positive regulation of programmed cell death;primary metabolic process;regulation of apoptosis;regulation of biological process;regulation of cell death;regulation of cellular process;regulation of programmed cell death;response to DNA damage stimulus;response to stimulus;response to stress;RNA 3'-end processing;RNA export from nucleus;RNA metabolic process;RNA polyadenylation;RNA processing;RNA transport;signal transduction;signal transduction in response to DNA damage;transport",binding;identical protein binding;mRNA binding;nucleic acid binding;nucleotide binding;poly(A) RNA binding;poly-purine tract binding;protein binding;protein dimerization activity;protein heterodimerization activity;protein homodimerization activity;protein self-association;RNA binding;single-stranded RNA binding,cell part;cytoplasm;cytoplasmic part;extracellular membrane-bounded organelle;extracellular organelle;extracellular region part;extracellular vesicular exosome;intracellular membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;macromolecular complex;membrane;membrane-bounded organelle;membrane-bounded vesicle;mitochondrial membrane;mitochondrial outer membrane;mitochondrial part;nucleus;organelle;organelle membrane;organelle outer membrane;organelle part;outer membrane;ribonucleoprotein complex;vesicle,0.727271259,0.207478881,0.444890946,1.12498641,34.003,G3UY42;Q8CCS6;G3UX74;D3YUB9;D3Z5F7,G3UY42;Q8CCS6;G3UX74;D3YUB9;D3Z5F7,Polyadenylate-binding protein 2,Pabpn1;Gm20521,>tr|G3UY42|G3UY42_MOUSE Polyadenylate-binding protein 2 OS=Mus musculus GN=Pabpn1 PE=1 SV=1;>sp|Q8CCS6|PABP2_MOUSE Polyadenylate-binding protein 2 OS=Mus musculus GN=Pabpn1 PE=1 SV=3;>tr|G3UX74|G3UX74_MOUSE Polyadenylate-binding protein 2 OS=Mus musculus G,ENSMUSG00000092232;ENSMUSG00000022194
6.158723,4.469698,6.700672,5.513404,6.044691,4.140649,3.479429,3.955163,1.189802,4.102779,-4.682074,0.1497636,NaN,NaN,NaN,1.050967,NaN,NaN,1.63792,-0.8760396,5.7774376,3.3735644,2.4038732,-2.2661552,0.604282467,-2.870437667,+,,biosynthetic process;cellular biosynthetic process;cellular macromolecule biosynthetic process;cellular macromolecule metabolic process;cellular metabolic process;cellular process;cellular protein metabolic process;macromolecule biosynthetic process;macromolecule metabolic process;metabolic process;primary metabolic process;protein metabolic process;translation,structural constituent of ribosome;structural molecule activity,cell part;cytoplasmic part;cytosolic large ribosomal subunit;intracellular non-membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;large ribosomal subunit;macromolecular complex;membrane;non-membrane-bounded organelle;organelle;organelle part;ribonucleoprotein complex;ribosome,0.377429575,0.558500409,0.759307504,2.415918827,20.732,P62717;F6YJW4,P62717,60S ribosomal protein L18a,Rpl18a,>sp|P62717|RL18A_MOUSE 60S ribosomal protein L18a OS=Mus musculus GN=Rpl18a PE=1 SV=1,ENSMUSG00000091732;ENSMUSG00000045128
6.210983,5.202755,7.04903,5.924835,7.199564,4.975857,4.021426,4.312748,3.012743,4.599124,-1.975706,-0.5383368,-2.023932,NaN,-0.9933747,-4.95453,NaN,0.617197,NaN,NaN,6.3174334,4.1843796,2.1330538,-1.512658267,-1.776902567,0.2642443,+,,biosynthetic process;cellular biosynthetic process;cellular macromolecule biosynthetic process;cellular macromolecule metabolic process;cellular metabolic process;cellular process;cellular protein metabolic process;macromolecule biosynthetic process;macromolecule metabolic process;metabolic process;primary metabolic process;protein metabolic process;translation,structural constituent of ribosome;structural molecule activity,cell part;cytoplasmic part;intracellular non-membrane-bounded organelle;intracellular organelle;intracellular part;macromolecular complex;non-membrane-bounded organelle;organelle;ribonucleoprotein complex;ribosome,0.477778777,0.338298887,1.655442715,0.487359613,14.552,Q6ZWV7;G3UWD7,Q6ZWV7,60S ribosomal protein L35,Rpl35,>sp|Q6ZWV7|RL35_MOUSE 60S ribosomal protein L35 OS=Mus musculus GN=Rpl35 PE=1 SV=1,ENSMUSG00000091449;ENSMUSG00000078193;ENSMUSG00000062997
6.558821,5.531646,6.71518,3.708783,6.562788,4.848622,4.357355,4.431909,3.847037,4.520722,-1.674377,-0.3173531,-1.199299,-1.364396,NaN,-0.03395487,-0.06224703,2.566125,-2.22361,1.467852,5.8154436,4.401129,1.4143146,-1.138856275,0.34283302,-1.481689295,,,anatomical structure development;axon guidance;biological regulation;biosynthetic process;cell cycle checkpoint;cell cycle process;cellular biosynthetic process;cellular component assembly;cellular component assembly at cellular level;cellular component organization;cellular component organization at cellular level;cellular component organization or biogenesis;cellular component organization or biogenesis at cellular level;cellular macromolecular complex assembly;cellular macromolecular complex subunit organization;cellular macromolecule biosynthetic process;cellular macromolecule metabolic process;cellular metabolic process;cellular process;cellular protein metabolic process;chemotaxis;cranial nerve development;developmental process;exit from mitosis;locomotion;macromolecular complex assembly;macromolecular complex subunit organization;macromolecule biosynthetic process;macromolecule metabolic process;metabolic process;mitotic cell cycle checkpoint;nerve development;optic nerve development;primary metabolic process;protein metabolic process;regulation of biological process;regulation of cell cycle;regulation of cell cycle arrest;regulation of cell cycle process;regulation of cellular process;regulation of mitotic cell cycle;response to chemical stimulus;response to external stimulus;response to stimulus;retina development in camera-type eye;retinal ganglion cell axon guidance;ribonucleoprotein complex assembly;ribonucleoprotein complex subunit organization;ribosomal large subunit assembly;taxis;translation,structural constituent of ribosome;structural molecule activity,cell part;cytosolic large ribosomal subunit;extracellular membrane-bounded organelle;extracellular organelle;extracellular region part;extracellular vesicular exosome;intracellular organelle part;intracellular part;large ribosomal subunit;macromolecular complex;membrane;membrane-bounded organelle;membrane-bounded vesicle;organelle;organelle part;ribonucleoprotein complex;vesicle,0.567416072,0.161931112,0.809363425,0.290999919,17.779,Q8BP67;F6RSK3,Q8BP67,60S ribosomal protein L24,Rpl24,>sp|Q8BP67|RL24_MOUSE 60S ribosomal protein L24 OS=Mus musculus GN=Rpl24 PE=1 SV=2,ENSMUSG00000091285;ENSMUSG00000098274
-1.209141,-0.1496771,0.5131918,-3.65201,-2.779027,-0.3598567,0.9896867,-0.9462931,-2.524351,-1.10732,NaN,0.6646841,-2.497458,-2.089432,NaN,4.182092,0.7687987,3.305665,4.111136,2.267093,-1.45533266,-0.78962682,-0.66570584,-1.307401967,2.92695694,-4.234358907,,+,biosynthetic process;cellular biosynthetic process;cellular macromolecule biosynthetic process;cellular macromolecule metabolic process;cellular metabolic process;cellular process;cellular protein metabolic process;macromolecule biosynthetic process;macromolecule metabolic process;metabolic process;primary metabolic process;protein metabolic process;translation,structural constituent of ribosome;structural molecule activity,cell part;cytoplasmic part;intracellular non-membrane-bounded organelle;intracellular organelle;intracellular part;macromolecular complex;non-membrane-bounded organelle;organelle;ribonucleoprotein complex;ribosome,0.922446579,0.709424615,0.640863955,0.993053198,17.587,P47915;F6QL70;D3Z1N9;W4VSN7;F6YH22;F6VZG1,P47915;F6QL70;D3Z1N9;W4VSN7;F6YH22,60S ribosomal protein L29,Rpl29;Gm17669;Gm10709;Gm3550;Gm5218,>sp|P47915|RL29_MOUSE 60S ribosomal protein L29 OS=Mus musculus GN=Rpl29 PE=2 SV=2;>tr|F6QL70|F6QL70_MOUSE Protein Gm17669 OS=Mus musculus GN=Gm17669 PE=4 SV=1;>tr|D3Z1N9|D3Z1N9_MOUSE MCG9889 OS=Mus musculus GN=Gm10709 PE=4 SV=1;>tr|W4VSN7|W4VSN7_MOUSE MCG,ENSMUSG00000091198;ENSMUSG00000091695;ENSMUSG00000074516;ENSMUSG00000048758;ENSMUSG00000078240;ENSMUSG00000056797
5.287091,4.528788,6.820296,4.844413,5.83689,4.762479,4.556278,4.577231,3.18836,5.048828,0.2209268,1.608386,0.6688101,0.4373485,NaN,1.083708,-1.962395,2.543182,NaN,2.035977,5.4634956,4.4266352,1.0368604,0.73386785,0.925118,-0.19125015,,,biosynthetic process;cellular biosynthetic process;cellular macromolecule biosynthetic process;cellular macromolecule metabolic process;cellular metabolic process;cellular process;cellular protein metabolic process;macromolecule biosynthetic process;macromolecule metabolic process;metabolic process;primary metabolic process;protein metabolic process;translation,structural constituent of ribosome;structural molecule activity,adherens junction;anchoring junction;cell junction;cell part;cell-substrate adherens junction;cell-substrate junction;cytoplasm;cytoplasmic part;cytosolic large ribosomal subunit;focal adhesion;intracellular membrane-bounded organelle;intracellular non-membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;large ribosomal subunit;macromolecular complex;membrane;membrane-bounded organelle;non-membrane-bounded organelle;nuclear part;nucleolus;nucleus;organelle;organelle part;ribonucleoprotein complex;ribosome,0.404251814,0.321925998,1.008919358,0.305511415,33.509,P47911;E9PUX4,P47911;E9PUX4,60S ribosomal protein L6,Rpl6;Gm5428,>sp|P47911|RL6_MOUSE 60S ribosomal protein L6 OS=Mus musculus GN=Rpl6 PE=1 SV=3;>tr|E9PUX4|E9PUX4_MOUSE 60S ribosomal protein L6 OS=Mus musculus GN=Gm5428 PE=3 SV=1,ENSMUSG00000091086;ENSMUSG00000029614
-0.1309794,3.621739,3.101449,5.309659,4.16846,4.323602,5.088278,3.108913,0.8429798,4.696249,-4.505637,1.824556,NaN,NaN,NaN,NaN,2.058577,1.773791,0.6704516,NaN,3.21406552,3.61200436,-0.39793884,-1.3405405,1.500939867,-2.841480367,,,biological regulation;biosynthetic process;cellular biosynthetic process;cellular macromolecule biosynthetic process;cellular macromolecule metabolic process;cellular metabolic process;cellular process;cellular protein metabolic process;macromolecule biosynthetic process;macromolecule metabolic process;metabolic process;negative regulation of biological process;negative regulation of cellular metabolic process;negative regulation of cellular process;negative regulation of macromolecule metabolic process;negative regulation of metabolic process;negative regulation of nitrogen compound metabolic process;negative regulation of nucleobase-containing compound metabolic process;negative regulation of RNA metabolic process;negative regulation of RNA splicing;primary metabolic process;protein metabolic process;regulation of biological process;regulation of cellular metabolic process;regulation of cellular process;regulation of gene expression;regulation of macromolecule metabolic process;regulation of metabolic process;regulation of nitrogen compound metabolic process;regulation of nucleobase-containing compound metabolic process;regulation of primary metabolic process;regulation of RNA metabolic process;regulation of RNA splicing;translation,binding;mRNA binding;nucleic acid binding;RNA binding;rRNA binding;SSU rRNA binding;structural constituent of ribosome;structural molecule activity,adherens junction;anchoring junction;cell junction;cell part;cell-substrate adherens junction;cell-substrate junction;cytosolic small ribosomal subunit;extracellular membrane-bounded organelle;extracellular organelle;extracellular region part;extracellular vesicular exosome;focal adhesion;intracellular membrane-bounded organelle;intracellular non-membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;macromolecular complex;membrane;membrane-bounded organelle;membrane-bounded vesicle;non-membrane-bounded organelle;nuclear part;nucleolus;nucleus;organelle;organelle part;ribonucleoprotein complex;small ribosomal subunit;vesicle,0.912978292,0.767526507,0.423304021,3.165096521,17.222,P62301,P62301,40S ribosomal protein S13,Rps13,>sp|P62301|RS13_MOUSE 40S ribosomal protein S13 OS=Mus musculus GN=Rps13 PE=1 SV=2,ENSMUSG00000090862
7.037786,5.334998,7.099403,4.76895,6.362345,5.050626,4.617462,4.666367,2.339915,5.478645,-5.590838,1.287595,NaN,NaN,NaN,NaN,0.9475499,0.9005044,NaN,1.606357,6.1206964,4.430603,1.6900934,-2.1516215,1.151470433,-3.303091933,,,biosynthetic process;cellular biosynthetic process;cellular macromolecule biosynthetic process;cellular macromolecule metabolic process;cellular metabolic process;cellular process;cellular protein metabolic process;macromolecule biosynthetic process;macromolecule metabolic process;metabolic process;primary metabolic process;protein metabolic process;translation,binding;cation binding;ion binding;metal ion binding;structural constituent of ribosome;structural molecule activity,cell part;cytosolic small ribosomal subunit;intracellular membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;macromolecular complex;membrane-bounded organelle;nucleus;organelle;organelle part;ribonucleoprotein complex;small ribosomal subunit,0.46378088,0.545174181,0.227848381,3.439216375,9.2327,A0A0G2JDW7;Q6ZWU9;A0A0G2JG29;A0A0G2JEX7,A0A0G2JDW7;Q6ZWU9;A0A0G2JG29,40S ribosomal protein S27,Rps27,>tr|A0A0G2JDW7|A0A0G2JDW7_MOUSE 40S ribosomal protein S27 (Fragment) OS=Mus musculus GN=Rps27 PE=1 SV=1;>sp|Q6ZWU9|RS27_MOUSE 40S ribosomal protein S27 OS=Mus musculus GN=Rps27 PE=1 SV=3;>tr|A0A0G2JG29|A0A0G2JG29_MOUSE 40S ribosomal protein S27 OS=Mus musc,ENSMUSG00000090733;ENSMUSG00000050621
1.63495,3.364205,3.074081,-2.318841,1.974165,3.62521,2.906746,3.452338,2.999038,3.152431,-3.917012,-5.413273,NaN,NaN,-1.832219,-3.03599,NaN,NaN,-3.030396,-3.745162,1.545712,3.2271526,-1.6814406,-4.6651425,-2.91094175,-1.75420075,,,cellular component assembly;cellular component assembly at cellular level;cellular component organization;cellular component organization at cellular level;cellular component organization or biogenesis;cellular component organization or biogenesis at cellular level;cellular macromolecular complex assembly;cellular macromolecular complex subunit organization;cellular process;hair cycle;macromolecular complex assembly;macromolecular complex subunit organization;molting cycle;multicellular organismal process;ribonucleoprotein complex assembly;ribonucleoprotein complex subunit organization;spliceosomal snRNP assembly,binding;nucleic acid binding;RNA binding,catalytic step 2 spliceosome;cell part;cytoplasmic part;cytosol;extracellular membrane-bounded organelle;extracellular organelle;extracellular region part;extracellular vesicular exosome;intracellular membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;macromolecular complex;membrane-bounded organelle;membrane-bounded vesicle;methylosome;methyltransferase complex;nuclear part;nucleus;organelle;organelle part;pICln-Sm protein complex;precatalytic spliceosome;protein complex;ribonucleoprotein complex;small nuclear ribonucleoprotein complex;SMN-Sm protein complex;spliceosomal complex;U1 snRNP;U12-type spliceosomal complex;U2 snRNP;U4 snRNP;U4/U6 x U5 tri-snRNP complex;U5 snRNP;U7 snRNP;vesicle,1.019046903,0.135911405,0.396807313,0.748130441,10.803,P62305,P62305,Small nuclear ribonucleoprotein E,Snrpe,>sp|P62305|RUXE_MOUSE Small nuclear ribonucleoprotein E OS=Mus musculus GN=Snrpe PE=1 SV=1,ENSMUSG00000090553
0.1575222,-2.762161,-0.81514,3.596387,5.272815,-1.102173,-0.2371265,1.159292,-0.2930488,0.05013454,-5.201618,NaN,NaN,-3.476511,-3.7906,NaN,-2.316721,-0.6174288,NaN,NaN,1.08988464,-0.084584352,1.174468992,-4.3390645,-2.241583267,-2.097481233,+,,biological adhesion;biological regulation;cell adhesion;cell-cell adhesion;cellular process;regulation of biological process;regulation of cell development;regulation of cell differentiation;regulation of cellular process;regulation of developmental process;regulation of multicellular organismal development;regulation of multicellular organismal process;regulation of nervous system development;regulation of neurogenesis,binding;calmodulin binding;PDZ domain binding;protein binding;protein domain specific binding,cell body;cell junction;cell part;cell projection;cell surface;cell-cell junction;cytoplasmic part;cytosol;intracellular membrane-bounded organelle;intracellular organelle;intracellular part;membrane;membrane-bounded organelle;neuron projection;neuronal cell body;nucleus;occluding junction;organelle;plasma membrane;tight junction,0.598449335,0.677666798,0.916785717,0.862553596,32.627,D3YXH0;P63054,D3YXH0;P63054,Purkinje cell protein 4,Igsf5;Pcp4,>tr|D3YXH0|D3YXH0_MOUSE Immunoglobulin superfamily member 5 OS=Mus musculus GN=Igsf5 PE=4 SV=1;>sp|P63054|PCP4_MOUSE Purkinje cell protein 4 OS=Mus musculus GN=Pcp4 PE=3 SV=2,ENSMUSG00000090223;ENSMUSG00000000159
3.491926,2.46733,3.369038,2.758086,2.393718,3.693635,3.316458,3.635855,4.347626,3.773339,-3.481344,-1.726333,-1.508187,-1.029308,-1.296557,0.8376367,-0.1902274,0.6246368,1.560952,1.808228,2.8960196,3.7533826,-0.857363,-1.936293,0.55744485,-2.49373785,,+,"protein polyubiquitination;biological regulation;cellular macromolecule metabolic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;cellular protein metabolic process;cellular response to stimulus;cellular response to stress;DNA metabolic process;DNA repair;error-free postreplication DNA repair;macromolecule metabolic process;macromolecule modification;metabolic process;nitrogen compound metabolic process;nucleic acid metabolic process;nucleobase-containing compound metabolic process;positive regulation of biological process;positive regulation of cell communication;positive regulation of cellular process;positive regulation of I-kappaB kinase/NF-kappaB cascade;positive regulation of intracellular protein kinase cascade;positive regulation of molecular function;positive regulation of NF-kappaB transcription factor activity;positive regulation of response to stimulus;positive regulation of sequence-specific DNA binding transcription factor activity;positive regulation of signal transduction;positive regulation of signaling;postreplication repair;primary metabolic process;protein K63-linked ubiquitination;protein metabolic process;protein modification by small protein conjugation;protein modification by small protein conjugation or removal;protein modification process;protein polyubiquitination;protein ubiquitination;regulation of biological process;regulation of biosynthetic process;regulation of cell communication;regulation of cellular biosynthetic process;regulation of cellular macromolecule biosynthetic process;regulation of cellular metabolic process;regulation of cellular process;regulation of gene expression;regulation of I-kappaB kinase/NF-kappaB cascade;regulation of intracellular protein kinase cascade;regulation of macromolecule biosynthetic process;regulation of macromolecule metabolic process;regulation of metabolic process;regulation of molecular function;regulation of nitrogen compound metabolic process;regulation of nucleobase-containing compound metabolic process;regulation of primary metabolic process;regulation of response to stimulus;regulation of RNA metabolic process;regulation of sequence-specific DNA binding transcription factor activity;regulation of signal transduction;regulation of signaling;regulation of transcription, DNA-dependent;response to DNA damage stimulus;response to stimulus;response to stress","catalytic activity;acid-amino acid ligase activity;binding;enzyme binding;ligase activity;ligase activity, forming carbon-nitrogen bonds;protein binding;small conjugating protein ligase activity;ubiquitin conjugating enzyme binding;ubiquitin protein ligase binding",cell part;cytoplasm;extracellular membrane-bounded organelle;extracellular organelle;extracellular region part;extracellular vesicular exosome;intracellular membrane-bounded organelle;intracellular organelle;intracellular part;macromolecular complex;membrane-bounded organelle;membrane-bounded vesicle;nucleus;organelle;protein complex;UBC13-UEV1A complex;ubiquitin conjugating enzyme complex;ubiquitin ligase complex;vesicle,0.227371752,0.167602107,0.273948073,0.19331874,16.355,Q9CZY3;B7ZBY7;E9PY39,Q9CZY3;B7ZBY7;E9PY39,Ubiquitin-conjugating enzyme E2 variant 1,Ube2v1;Gm20431,>sp|Q9CZY3|UB2V1_MOUSE Ubiquitin-conjugating enzyme E2 variant 1 OS=Mus musculus GN=Ube2v1 PE=1 SV=1;>tr|B7ZBY7|B7ZBY7_MOUSE Ubiquitin-conjugating enzyme E2 variant 1 OS=Mus musculus GN=Ube2v1 PE=4 SV=1;>tr|E9PY39|E9PY39_MOUSE Protein Gm20431 OS=Mus muscul,ENSMUSG00000089739;ENSMUSG00000078923
7.372831,5.402046,8.717432,8.109882,8.120439,6.049679,5.948385,5.886645,4.887968,7.110072,-5.61757,0.3590138,NaN,NaN,-3.217412,NaN,-1.323424,-1.884645,NaN,NaN,7.544526,5.9765498,1.5679762,-2.6292781,-2.141827,-0.4874511,,,biosynthetic process;cellular biosynthetic process;cellular macromolecule biosynthetic process;cellular macromolecule metabolic process;cellular metabolic process;cellular process;cellular protein metabolic process;macromolecule biosynthetic process;macromolecule metabolic process;metabolic process;primary metabolic process;protein metabolic process;translation,binding;nucleic acid binding;RNA binding;rRNA binding;structural constituent of ribosome;structural molecule activity,adherens junction;anchoring junction;cell junction;cell part;cell-substrate adherens junction;cell-substrate junction;cytoplasm;cytosolic large ribosomal subunit;focal adhesion;intracellular membrane-bounded organelle;intracellular non-membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;large ribosomal subunit;macromolecular complex;membrane;membrane-bounded organelle;non-membrane-bounded organelle;nuclear part;nucleolus;nucleus;organelle;organelle part;ribonucleoprotein complex,0.576485515,0.35242781,0.561665535,2.98829174,21.881,P51410;A0A0G2JES3;D3Z629;A0A0G2JDK9;D3YZT0;S4R1R7,P51410;A0A0G2JES3;D3Z629;A0A0G2JDK9,60S ribosomal protein L9,Rpl9,>sp|P51410|RL9_MOUSE 60S ribosomal protein L9 OS=Mus musculus GN=Rpl9 PE=1 SV=2;>tr|A0A0G2JES3|A0A0G2JES3_MOUSE 60S ribosomal protein L9 (Fragment) OS=Mus musculus GN=Rpl9 PE=1 SV=1;>tr|D3Z629|D3Z629_MOUSE 60S ribosomal protein L9 OS=Mus musculus GN=Rpl9 P,ENSMUSG00000081906;ENSMUSG00000047215
