id_Symbol,id_Entrez,id_OMIM,id_humanID,id_HPRD,id_HGNC,id_Chromosome location,id_hPSD,id_Gene group,id_Main class,id_Accompanying phenotype,id_Inheritance pattern,id_Inheritance type,id_Limited confidence criterion,id_Disease type,id_Disease subtype,id_Haploinsufficiency,id_OMIM disease,id_Gene ontology-based annotation,id_Screened wing,id_Screened neuronal
MAP2K2,5605,601263,ENSG00000126934,3164,6842,19p13.3,1,ID data freeze 388,4,"A, S, V",Mendelian autosomal,dominant,0,CARDIOFACIOCUTANEOUS SYNDROME,CARDIOFACIOCUTANEOUS SYNDROME,0,115150,"MAPK signaling, metabolism, microtubule, mitochondria, nervous system development, peroxisome, response to growth factor, small GTPase signaling, transporters, vesicle transport",1,1
MAT1A,4143,610550,ENSG00000151224,2013,6903,10q22,0,ID data freeze 388,8a,M,Mendelian autosomal,recessive,0,METHIONINE ADENOSYLTRANSFERASE DEFICIENCY,METHIONINE ADENOSYLTRANSFERASE DEFICIENCY,0,250850,NULL,1,1
MBD5,55777,611472,ENSG00000204406,11295,20444,2q23.1,0,ID data freeze 388,6,"(E), P",Mendelian autosomal,dominant,1,"MENTAL RETARDATION, AUTOSOMAL DOMINANT","MENTAL RETARDATION, AUTOSOMAL DOMINANT 1; MRD1",0,156200,"chromatin, nervous system development",0,1
MBTPS2,51360,300294,ENSG00000012174,2243,15455,Xp22.12-p22.11,0,ID data freeze 650,7,"E, S, T, Ua, Ub, Uc, W, X",Mendelian X-linked,not sure,0,IFAP SYNDROME WITH OR WITHOUT BRESHECK SYNDROME; KERATOSIS FOLLICULARIS SPINULOSA DECALVANS,"IFAP SYNDROME WITH OR WITHOUT BRESHECK SYNDROME; KERATOSIS FOLLICULARIS SPINULOSA DECALVANS, X-LINKED; KFSDX",0,308205; 308800,metabolism,0,0
MCCC1,56922,609010,ENSG00000078070,1951,6936,3q27,0,ID data freeze 388,5,"E, G, H, M",Mendelian autosomal,recessive,0,3-METHYLCROTONYL-COA CARBOXYLASE DEFICIENCY,3-METHYLCROTONYL-COA CARBOXYLASE 1 DEFICIENCY,0,210200,mitochondria,1,1
MCCC2,64087,609014,ENSG00000131844,1952,6937,5q12-q13,1,ID data freeze 388,"5, 8b","(G), M",Mendelian autosomal,recessive,0,3-METHYLCROTONYL-COA CARBOXYLASE DEFICIENCY,3-METHYLCROTONYL-COA CARBOXYLASE 2 DEFICIENCY,0,210210,mitochondria,1,1
MCOLN1,57192,605248,ENSG00000090674,5582,13356,19p13.2,0,ID data freeze 388,2,"(G), H, L2, M, T",Mendelian autosomal,recessive,0,MUCOLIPIDOSIS,MUCOLIPIDOSIS IV; MUCOLIPIDOSIS IV,0,252650,"ion transport, transporters",1,1
MCPH1,79648,607117,ENSG00000147316,6174,6954,8p23.1,0,ID data freeze 388,5,"A, B",Mendelian autosomal,recessive,0,"MICROCEPHALY, PRIMARY, AUTOSOMAL RECESSIVE","MICROCEPHALY 1, PRIMARY, AUTOSOMAL RECESSIVE; MCPH1",0,251200,"cell cycle, microtubule",0,0
MECP2,4204,300005,ENSG00000169057,2050,6990,Xq28,0,ID data freeze 388,"2, 5, 6, 8b","A, B, E, G, H, O, P, U",Mendelian X-linked,dominant; not sure; recessive,0,"RETT SYNDROME; ENCEPHALOPATHY, NEONATAL SEVERE; LUBS X-LINKED MENTAL RETARDATION SYNDROME; MENTAL RETARDATION, X-LINKED; ANGELMAN SYNDROME","RETT SYNDROME; RTT; ENCEPHALOPATHY, NEONATAL SEVERE, DUE TO MECP2 MUTATIONS; LUBS X-LINKED MENTAL RETARDATION SYNDROME; MRXSL; MENTAL RETARDATION, X-LINKED, SYNDROMIC 13; MRXS13; ANGELMAN SYNDROME; AS",0,312750; 300673; 300260; 300055; 105830,"chromatin, metabolism, mitochondria, nervous system development, RNA metabolism, synapse, transcription, transporters",0,0
MED12,9968,300188,ENSG00000184634,2176,11957,Xq13,0,ID data freeze 388,"4, 5","E, H, L1, P, V",Mendelian X-linked,recessive,0,OPITZ-KAVEGGIA SYNDROME; LUJAN-FRYNS SYNDROME,OPITZ-KAVEGGIA SYNDROME; OKS; LUJAN-FRYNS SYNDROME,0,305450; 309520,"chromatin, metabolism, nervous system development, RNA metabolism, transcription, Wnt signaling",1,1
MED13L,23389,608771,ENSG00000123066,10579,22962,12q24.21,0,ID data freeze 650,6,NULL,Mendelian autosomal,recessive; not sure,1,"non-syndromic ID; TRANSPOSITION OF THE GREAT ARTERIES, DEXTRO-LOOPED ","non-syndromic ID; TRANSPOSITION OF THE GREAT ARTERIES, DEXTRO-LOOPED 1; DTGA1",0,608808,NULL,0,0
MED17,9440,603810,ENSG00000042429,4816,2375,11q14,0,ID data freeze 650,2,"B, E, H, L2",Mendelian autosomal,recessive,0,"MICROCEPHALY, POSTNATAL PROGRESSIVE, WITH SEIZURES AND BRAIN ATROPHY","MICROCEPHALY, POSTNATAL PROGRESSIVE, WITH SEIZURES AND BRAIN ATROPHY",0,613668,"metabolism, RNA metabolism, transcription",0,0
MED23,9439,605042,ENSG00000112282,5436,2372,6q22.33-q24.1,0,ID data freeze 650,6,NULL,Mendelian autosomal,recessive,1,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE","MENTAL RETARDATION, AUTOSOMAL RECESSIVE 18; MRT18",0,614249,"metabolism, RNA metabolism, transcription",0,0
MEF2C,4208,600662,ENSG00000081189,2809,6996,5q14.3,0,ID data freeze 388,2,E,Mendelian autosomal,dominant,0,"MENTAL RETARDATION, AUTOSOMAL DOMINANT","MENTAL RETARDATION, AUTOSOMAL DOMINANT 20; MRD20",0,613443,"actin, chromatin, MAPK signaling, metabolism, nervous system development, response to growth factor, RNA metabolism, synapse, transcription",0,0
MEGF8,1954,604267,ENSG00000105429,10370,3233,19q12,0,ID data freeze 650,4,"N, Ua, Ub, V, W",Mendelian autosomal,recessive,0,CARPENTER SYNDROME,CARPENTER SYNDROME 2; CRPT2,0,614976,"BMP signaling, metabolism, nervous system development, RNA metabolism, transcription",0,0
MGAT2,4247,602616,ENSG00000168282,4013,7045,14q21,0,ID data freeze 388,5,"E, M, P, R",Mendelian autosomal,recessive,0,CONGENITAL DISORDER OF GLYCOSYLATION,"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIA; CDG2A",0,212066,glycosylation,1,1
MGME1,92667,615076,ENSG00000125871,12783,16205,20p11.23,0,ID data freeze 650,8b,"G, H, M, O, Q",Mendelian autosomal,recessive,0,MITOCHONDRIAL DNA DEPLETION SYNDROME ,MITOCHONDRIAL DNA DEPLETION SYNDROME 11; MTDPS11,0,615084,"DNA repair, mitochondria",0,0
MICU1,10367,605084,ENSG00000107745,5471,1530,10q22.1,0,ID data freeze 650,5,"A, B, H, Q, S, T",Mendelian autosomal,recessive,0,brain and muscle disorder,brain and muscle disorder,0,NULL,"ion transport, mitochondria, transporters",0,0
MID1,4281,300552,ENSG00000101871,2047,7095,Xp22,0,ID data freeze 388,4,"L1, Uc, V, W, X",Mendelian X-linked,recessive,0,OPITZ GBBB SYNDROME,"OPITZ GBBB SYNDROME, X-LINKED",0,300000,"MAPK signaling, metabolism, microtubule",0,0
MID2,11043,300204,ENSG00000080561,2191,7096,Xq22.3,0,ID data freeze 650,5,"E, P, T",Mendelian X-linked,not sure,1,ID,ID,0,NULL,"metabolism, microtubule, RNA metabolism, transcription, ubiquitination",0,0
MKKS,8195,604896,ENSG00000125863,5356,7108,20p12,0,ID data freeze 388,"4, 7","C, K, N, P, T, Ua, W, X",Mendelian autosomal,recessive,0,BARDET-BIEDL SYNDROME; MCKUSICK-KAUFMAN SYNDROME,"BARDET-BIEDL SYNDROME 6, BBS6; MCKUSICK-KAUFMAN SYNDROME; MKKS",0,209900; 236700,"centrosome, Cilia, metabolism, microtubule, nervous system development, transporters",0,0
MLYCD,23417,606761,ENSG00000103150,5999,7150,16q24,0,ID data freeze 388,5,"E, H, M",Mendelian autosomal,recessive,0,MALONYL-COA DECARBOXYLASE DEFICIENCY,MALONYL-COA DECARBOXYLASE DEFICIENCY,0,248360,"metabolism, mitochondria, peroxisome",0,0
MMAA,166785,607481,ENSG00000151611,7394,18871,4q31.21,0,ID data freeze 388,"8a, 8b","A, H, M, W",Mendelian autosomal,recessive,0,METHYLMALONIC ACIDURIA,"METHYLMALONIC ACIDURIA, CBLA TYPE",0,251100,mitochondria,0,0
MMACHC,25974,609831,ENSG00000132763,18585,24525,1p34.1,0,ID data freeze 388,"8a, 8b","(C), H, M, R",Mendelian autosomal,recessive,0,METHYLMALONIC ACIDURIA AND HOMOCYSTINURIA,"METHYLMALONIC ACIDURIA AND HOMOCYSTINURIA, CBLC TYPE",0,277400,mitochondria,0,0
MMADHC,27249,611935,ENSG00000168288,10781,25221,2q23.2,0,ID data freeze 388,5,"E, H, M, R",Mendelian autosomal,recessive,0,METHYLMALONIC ACIDURIA AND HOMOCYSTINURIA,"METHYLMALONIC ACIDURIA AND HOMOCYSTINURIA, CBLD TYPE",0,277410,mitochondria,1,1
MOCS1,4337,603707,ENSG00000124615,4749,7190,6p21.3,0,ID data freeze 388,2,"C, E, G, H, M",Mendelian autosomal,recessive,0,MOLYBDENUM COFACTOR DEFICIENCY,MOLYBDENUM COFACTOR DEFICIENCY,0,252150,NULL,1,1
MOCS2,4338,603708,ENSG00000164172,4750,7193,5q11,0,ID data freeze 388,2,"C, E, G, H, M",Mendelian autosomal,recessive,0,MOLYBDENUM COFACTOR DEFICIENCY,MOLYBDENUM COFACTOR DEFICIENCY,0,252150,NULL,1,1
MPDU1,9526,604041,ENSG00000129255,4951,7207,17p13.1-p12,0,ID data freeze 388,2,"M, O, S",Mendelian autosomal,recessive,1,CONGENITAL DISORDER OF GLYCOSYLATION,"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IF; CDG1F",0,609180,"mitochondria, transporters",1,1
MPDZ,8777,603785,ENSG00000107186,9155,7208,9p23,0,ID data freeze 650,4,L1,Mendelian autosomal,recessive,0,"HYDROCEPHALUS, NONSYNDROMIC","HYDROCEPHALUS, NONSYNDROMIC, AUTOSOMAL RECESSIVE 2; HYC2",0,615219,"nervous system development, synapse",0,0
MPLKIP,136647,609188,ENSG00000168303,12907,16002,7p14.1,0,ID data freeze 388,5,"A, H, K, S",Mendelian autosomal,recessive,0,TRICHOTHIODYSTROPHY,"TRICHOTHIODYSTROPHY, NONPHOTOSENSITIVE 1; TTDN1",0,234050,"cell cycle, centrosome, microtubule",1,1
MRPS22,56945,605810,ENSG00000175110,10430,14508,3q23,0,ID data freeze 650,8b,"C, H, (L2), M, Q",Mendelian autosomal,recessive,1,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 5; COXPD5,0,611719,mitochondria,0,0
MT-ATP6,4508,516060,ENSG00000198899,NULL,7414,NULL,0,ID data freeze 388,8b,"G, H, M, Q, T",Mitochondrial,N/A,0,"NEUROPATHY, ATAXIA, AND RETINITIS PIGMENTOSA","NEUROPATHY, ATAXIA, AND RETINITIS PIGMENTOSA",0,551500,"mitochondria, transporters",0,0
MT-CO1,4512,516030,ENSG00000198804,NULL,7419,NULL,0,ID data freeze 388,8b,"E, H, M",Mitochondrial,N/A,1,CYTOCHROME C OXIDASE I DEFICIENCY,CYTOCHROME C OXIDASE I DEFICIENCY,0,NULL,"mitochondria, transporters",0,0
MT-CO2,4513,516040,ENSG00000198712,NULL,7421,NULL,1,ID data freeze 388,8b,"C, G, H, M, Q",Mitochondrial,N/A,1,CYTOCHROME C OXIDASE DEFICIENCY,CYTOCHROME C OXIDASE DEFICIENCY,0,NULL,"mitochondria, transporters",0,0
MT-CO3,4514,516050,ENSG00000198938,NULL,7422,NULL,0,ID data freeze 388,8b,"G, H, M, Q",Mitochondrial,N/A,1,MITOCHONDRIAL COMPLEX IV DEFICIENCY,MITOCHONDRIAL COMPLEX IV DEFICIENCY,0,NULL,"mitochondria, transporters",0,0
MT-ND5,4540,516005,ENSG00000198786,NULL,7461,NULL,0,ID data freeze 388,8b,"C, E, G, H, L2, M, Q",Mitochondrial,N/A,0,"LEIGH SYNDROME; MELAS; LEBER HEREDITARY OPTICUS NEUROPATHY, LHON","LEIGH SYNDROME DUE TO MITOCHONDRIAL COMPLEX I DEFICIENCY; MELAS; LEBER HEREDITARY OPTICUS NEUROPATHY, LHON",0,NULL,mitochondria,0,0
MTR,4548,156570,ENSG00000116984,1136,7468,1q43,0,ID data freeze 388,8b,"H, M",Mendelian autosomal,N/A,0,METHYLCOBALAMIN DEFICIENCY,"METHYLCOBALAMIN DEFICIENCY, CBLG TYPE",0,250940,nervous system development,0,0
MTRR,4552,602568,ENSG00000124275,3979,7473,5p15.31,0,ID data freeze 388,8b,"H, M",Mendelian autosomal,recessive,0,HOMOCYSTINURIA-MEGALOBLASTIC ANEMIA DUE TO DEFECT IN COBALAMIN METABOLISM,"HOMOCYSTINURIA-MEGALOBLASTIC ANEMIA DUE TO DEFECT IN COBALAMIN METABOLISM, CBLE COMPLEMENTATION TYPE",0,236270,metabolism,1,1
MT-TK,4566,590060,ENSG00000210156,NULL,7489,NULL,0,ID data freeze 388,8b,"C, E, G, H, L2, M, Q",Mitochondrial,N/A,0,LEIGH SYNDROME; MELAS SYNDROME; MERFF SYNDROME; DIABETES-DEAFNESS SYNDROME,LEIGH SYNDROME; MELAS SYNDROME; MERFF SYNDROME; DIABETES-DEAFNESS SYNDROME,0,256000,NULL,0,0
MT-TL1,4567,590050,ENSG00000209082,NULL,7490,NULL,0,ID data freeze 388,8b,"A, C, E, G, H, L2, M, Q",Mitochondrial,N/A,0,MELAS SYNDROME; LEIGH SYNDROME,MELAS SYNDROME; LEIGH SYNDROME,0,256000,NULL,0,0
MT-TS1,4574,590080,ENSG00000210151,NULL,7497,NULL,0,ID data freeze 388,8b,"C, E, G, H, L2, M, Q",Mitochondrial,N/A,0,MITOCHONDRIAL COMPLEX IV DEFICIENCY; NONSYNDROMIC HEARING LOSS,"MITOCHONDRIAL COMPLEX IV DEFICIENCY, COX DEFICIENCY; NONSYNDROMIC HEARING LOSS",0,NULL,NULL,0,0
MT-TV,4577,590105,ENSG00000210077,NULL,7500,NULL,0,ID data freeze 388,8b,"C, E, G, H, L2, M, Q",Mitochondrial,N/A,0,LEIGH SYNDROME,LEIGH SYNDROME,0,256000,NULL,0,0
MUT,4594,609058,ENSG00000146085,2014,7526,6p12.3,0,ID data freeze 388,"8a, 8b","A, H, M, W",Mendelian autosomal,recessive,0,METHYLMALONIC ACIDURIA,METHYLMALONIC ACIDURIA DUE TO METHYLMALONYL-COA MUTASE DEFICIENCY,0,251000,mitochondria,0,0
MVK,4598,251170,ENSG00000110921,2015,7530,12q24,0,ID data freeze 388,5,"(C), E, H, J, M, R",Mendelian autosomal,recessive; dominant,0,MEVALONIC ACIDURIA; HYPER-IGD SYNDROME; POROKERATOSIS,"MEVALONIC ACIDURIA; MEVA; HYPER-IGD SYNDROME; HIDS; POROKERATOSIS 3, DISSEMINATED SUPERFICIAL ACTINIC TYPE; POROK3",0,610377; 260920,peroxisome,1,1
MYCN,4613,164840,ENSG00000134323,1278,7559,2p24.3,0,ID data freeze 388,4,"B, Ua, V, X",Mendelian autosomal,dominant,0,FEINGOLD SYNDROME,FEINGOLD SYNDROME 1; FGLDS1,1,164280,"chromatin, metabolism, nervous system development, RNA metabolism, transcription",1,1
MYO5A,4644,160777,ENSG00000197535,1179,7602,15q21,1,ID data freeze 388,5,"H, S",Mendelian autosomal,recessive,0,GRISCELLI SYNDROME,"GRISCELLI SYNDROME, TYPE 1; GS1",0,214450,"actin, ion transport, microtubule, nervous system development, small GTPase signaling, synapse, transporters, vesicle transport",1,1
NAA10,8260,300013,ENSG00000102030,2056,18704,Xq28,0,ID data freeze 650,2,"A, C, H, L2, S, U, V, W",Mendelian X-linked,recessive,0,OGDEN SYNDROME,OGDEN SYNDROME; OGDNS,0,300855,NULL,0,0
NAGA,4668,104170,ENSG00000198951,76,7631,22q11,0,ID data freeze 388,5,"G, H, M, S",Mendelian autosomal,recessive,0,SCHINDLER DISEASE; KANZAKI DISEASE,"SCHINDLER DISEASE, TYPE I; KANZAKI DISEASE",0,609241; 609242,NULL,0,0
NAGLU,4669,609701,ENSG00000108784,2017,7632,17q21,0,ID data freeze 388,8b,"C, G, M, P",Mendelian autosomal,recessive,0,MUCOPOLYSACCHARIDOSIS,MUCOPOLYSACCHARIDOSIS TYPE IIIB,0,252920,nervous system development,0,0
NALCN,259232,611549,ENSG00000102452,15647,19082,13q32.3,0,ID data freeze 650,"2, 8b","A, B, (E), G, H",Mendelian autosomal,recessive,1,"HYPOTONIA, INFANTILE, WITH PSYCHOMOTOR RETARDATION AND CHARACTERISTIC FACIES","HYPOTONIA, INFANTILE, WITH PSYCHOMOTOR RETARDATION AND CHARACTERISTIC FACIES; IHPRF",0,615419,"ion transport, transporters",0,0
NBN,4683,602667,ENSG00000104320,4050,7652,8q21,0,ID data freeze 388,5,"A, B, I, J, K",Mendelian autosomal,recessive,0,NIJMEGEN BREAKAGE SYNDROME,NIJMEGEN BREAKAGE SYNDROME,0,251260,"cell cycle, DNA repair, metabolism",1,1
NDE1,54820,609449,ENSG00000072864,14815,17619,16p13.11,0,ID data freeze 650,1,"(A), B, (E), L1",Mendelian autosomal,recessive,0,LISSENCEPHALY,LISSENCEPHALY 4; LIS4,0,614019,"cell cycle, centrosome, microtubule, MT transport, nervous system development, transporters",0,0
NDP,4693,300658,ENSG00000124479,2404,7678,Xp11.4,0,ID data freeze 388,8a,"P, T",Mendelian X-linked,recessive,0,NORRIE DISEASE; EXUDATIVE VITREORETINOPATHY,"NORRIE DISEASE; ND; EXUDATIVE VITREORETINOPATHY 2, X-LINKED; EVR2",0,310600; 305390,"metabolism, nervous system development, RNA metabolism, transcription, Wnt signaling",0,0
NDST1,3340,600853,ENSG00000070614,2912,7680,5q33.1,0,ID data freeze 650,6,NULL,Mendelian autosomal,recessive,1,non-syndromic ID,non-syndromic ID,0,NULL,"hedgehog signaling, MAPK signaling, nervous system development, response to growth factor",0,0
NDUFA1,4694,300078,ENSG00000125356,2093,7683,Xq24,0,ID data freeze 388,8b,"C, E, G, H, L2, M, Q",Mendelian X-linked,not sure,1,MITOCHONDRIAL COMPLEX I DEFICIENCY,MITOCHONDRIAL COMPLEX I DEFICIENCY,0,252010,mitochondria,0,0
NDUFA11,126328,612638,ENSG00000174886,14818,20371,19p13.3,0,ID data freeze 388,8b,"C, E, G, H, L2, M, Q",Mendelian autosomal,recessive,0,MITOCHONDRIAL COMPLEX I DEFICIENCY,MITOCHONDRIAL COMPLEX I DEFICIENCY,0,252010,mitochondria,1,1
NDUFA12,55967,614530,ENSG00000184752,16781,23987,12q22,1,ID data freeze 650,8b,"G, L2, M",Mendelian autosomal,recessive,1,LEIGH SYNDROME,LEIGH SYNDROME; LS,0,256000,mitochondria,0,0
NDUFS1,4719,157655,ENSG00000023228,1145,7707,2q33-q34,1,ID data freeze 388,8b,"C, E, G, H, L2, M, Q",Mendelian autosomal,recessive,1,MITOCHONDRIAL COMPLEX I DEFICIENCY,MITOCHONDRIAL COMPLEX I DEFICIENCY,0,252010,mitochondria,1,1
NDUFS2,4720,602985,ENSG00000158864,4285,7708,1q23,1,ID data freeze 388,8b,"C, E, G, H, L2, M, Q",Mendelian autosomal,recessive,0,MITOCHONDRIAL COMPLEX I DEFICIENCY,MITOCHONDRIAL COMPLEX I DEFICIENCY,0,252010,mitochondria,1,1
NDUFS3,4722,603846,ENSG00000213619,10355,7710,11p11.11,1,ID data freeze 388,8b,"C, E, G, H, L2, M, Q",Mendelian autosomal,recessive,1,MITOCHONDRIAL COMPLEX I DEFICIENCY; LEIGH SYNDROME,MITOCHONDRIAL COMPLEX I DEFICIENCY; LEIGH SYNDROME; LS,0,252010; 256000,"mitochondria, nervous system development",1,1
NDUFS4,4724,602694,ENSG00000164258,4073,7711,5q11.1,0,ID data freeze 388,8b,"C, E, G, H, L2, M, Q",Mendelian autosomal,recessive,1,LEIGH SYNDROME; MITOCHONDRIAL COMPLEX I DEFICIENCY,LEIGH SYNDROME; LS; MITOCHONDRIAL COMPLEX I DEFICIENCY,0,256000; 252010,"metabolism, mitochondria, nervous system development",1,1
NDUFS7,374291,601825,ENSG00000115286,3491,7714,19p13.3,1,ID data freeze 388,8b,"C, E, G, H, L2, M, Q",Mendelian autosomal,recessive,1,LEIGH SYNDROME,LEIGH SYNDROME; LS,0,256000,"mitochondria, synapse",0,0
NDUFS8,4728,602141,ENSG00000110717,3683,7715,11q13,0,ID data freeze 388,8b,"C, E, G, H, L2, M, Q",Mendelian autosomal,recessive,1,LEIGH SYNDROME,LEIGH SYNDROME; LS,0,256000,mitochondria,1,1
NDUFV1,4723,161015,ENSG00000167792,1191,7716,11q13,1,ID data freeze 388,8b,"C, E, G, H, L2, M, Q",Mendelian autosomal,recessive,0,MITOCHONDRIAL COMPLEX I DEFICIENCY,MITOCHONDRIAL COMPLEX I DEFICIENCY,0,252010,mitochondria,1,1
NEU1,4758,608272,ENSG00000204386,9751,7758,6p21.3,0,ID data freeze 388,5,"G, H, M, U",Mendelian autosomal,recessive,0,NEURAMINIDASE DEFICIENCY,NEURAMINIDASE DEFICIENCY,0,256550,NULL,0,0
NF1,4763,613113,ENSG00000196712,1203,7765,17q11.2,0,ID data freeze 388,"5, 8a","I, S, T",Mendelian autosomal,dominant,0,"NEUROFIBROMATOSIS; NEUROFIBROMATOSIS-NOONAN SYNDROME; WATSON SYNDROME; NEUROFIBROMATOSIS, FAMILIAL SPINAL","NEUROFIBROMATOSIS, TYPE I; NF1; NEUROFIBROMATOSIS-NOONAN SYNDROME; NFNS; WATSON SYNDROME; NEUROFIBROMATOSIS, FAMILIAL SPINAL",1,162200; 601321; 193520; 162210,"actin, MAPK signaling, metabolism, nervous system development, protein transport, small GTPase signaling, synapse, transporters",1,1
NHS,4810,300457,ENSG00000188158,2351,7820,Xp22.13,0,ID data freeze 388,7,"T, X",Mendelian X-linked,not sure,0,"NANCE-HORAN SYNDROME; CATARACT, CONGENITAL, X-LINKED","NANCE-HORAN SYNDROME; NHS; CATARACT, CONGENITAL, X-LINKED; CXN",0,302350; 302200,NULL,0,0
NIPBL,25836,608667,ENSG00000164190,10560,28862,5p13.2,0,ID data freeze 388,1,"A, B, P, Ua, V, W",Mendelian autosomal,dominant,0,CORNELIA DE LANGE SYNDROME,CORNELIA DE LANGE SYNDROME 1; CDLS1,0,122470,"cell cycle, chromatin, chromosome segregation, metabolism, nervous system development, RNA metabolism, transcription",0,0
NKX2-1,7080,600635,ENSG00000136352,2798,11825,14q13,0,ID data freeze 388,8a,"H, K",Mendelian autosomal,dominant,0,"CHOREOATHETOSIS, HYPOTHYROIDISM, AND NEONATAL RESPIRATORY DISTRESS; CHOREA, BENIGN HEREDITARY","CHOREOATHETOSIS, HYPOTHYROIDISM, AND NEONATAL RESPIRATORY DISTRESS; CHOREA, BENIGN HEREDITARY; BHC",1,610978; 118700,"metabolism, nervous system development, response to growth factor, RNA metabolism, transcription",1,1
NLGN3,54413,300336,ENSG00000196338,2275,14289,Xq13.1,0,ID data freeze 388,6,"(E), P",Mendelian X-linked,not sure,1,"ASPERGER SYNDROME, X-LINKED, SUSCEPTIBILITY TO; AUTISM, SUSCEPTIBILITY TO","ASPERGER SYNDROME, X-LINKED, SUSCEPTIBILITY TO, 1; ASPGX1; AUTISM, SUSCEPTIBILITY TO, X-LINKED 1; AUTSX1; ASPERGER SYNDROME, X-LINKED, SUSCEPTIBILITY TO, 1; ASPGX1; AUTISM, SUSCEPTIBILITY TO, X-LINKED 1; AUTSX1",0,300494; 300425,"glutamate receptor signaling, nervous system development, synapse, transporters, vesicle transport",1,1
NLGN4X,57502,300427,ENSG00000146938,2336,14287,Xp22.33,0,ID data freeze 388,"6, 9",P,Mendelian X-linked,not sure,1; 0,"AUTISM, SUSCEPTIBILITY TO; ASPERGER SYNDROME, X-LINKED, SUSCEPTIBILITY TO","AUTISM, SUSCEPTIBILITY TO, X-LINKED 2; AUTSX2; ASPERGER SYNDROME, X-LINKED, SUSCEPTIBILITY TO, 2; ASPGX2; AUTISM, SUSCEPTIBILITY TO, X-LINKED 2; AUTSX2; ASPERGER SYNDROME, X-LINKED, SUSCEPTIBILITY TO, 2; ASPGX2",1,300495; 300497,"nervous system development, synapse",1,1
NLRP3,114548,606416,ENSG00000162711,5915,16400,1q44,0,ID data freeze 388,8a,"(A), G, H, J, S",Mendelian autosomal,dominant,0,CINCA SYNDROME; MUCKLE-WELLS SYNDROME; FAMILIAL COLD AUTOINFLAMMATORY SYNDROME,CINCA SYNDROME; CINCA; MUCKLE-WELLS SYNDROME; MWS; FAMILIAL COLD AUTOINFLAMMATORY SYNDROME 1; FCAS1,1,607115; 191900; 120100,"metabolism, protein transport, RNA metabolism, transcription, transporters, vesicle transport",0,0
NPHP1,4867,607100,ENSG00000144061,9524,7905,2q13,0,ID data freeze 388,4,"H, L1, O, W",Mendelian autosomal,recessive,1; 0,JOUBERT SYNDROME; NEPHRONOPHTHISIS; SENIOR-LOKEN SYNDROME,JOUBERT SYNDROME 4; JBTS4; NEPHRONOPHTHISIS 1; NPHP1; SENIOR-LOKEN SYNDROME 1; SLSN1,0,609583; 256100; 266900,"actin, nervous system development",0,0
NR2F1,7025,132890,ENSG00000175745,584,7975,5q14,0,ID data freeze 650,5,T,Mendelian autosomal,dominant,0,Optic atrophy with intellectual disability,Optic atrophy with intellectual disability,0,NULL,"metabolism, nervous system development, RNA metabolism, transcription",0,0
NRXN1,9378,600565,ENSG00000179915,11858,8008,2p16.3,1,ID data freeze 388,"2, 6","E, O, P",Mendelian autosomal,recessive; dominant,1; 0,PITT-HOPKINS-LIKE SYNDROME; ASD/AUTISM; SCHIZOPHRENIA,PITT-HOPKINS-LIKE SYNDROME 2; PTHSL2; ASD/AUTISM; SCHIZOPHRENIA,0,614325; 614332,"glutamate receptor signaling, nervous system development, synapse, transporters",1,1
NSD1,64324,606681,ENSG00000165671,9455,14234,5q35,0,ID data freeze 388,"4, 5","E, F, I, K, L1, L2, P, Ub, V, W, X",Mendelian autosomal,dominant,0; 1,SOTOS SYNDROME; WEAVER SYNDROME; BECKWITH-WIEDEMANN SYNDROME,SOTOS SYNDROME 1; SOTOS1; WEAVER SYNDROME 1; WVS1; BECKWITH-WIEDEMANN SYNDROME; BWS,1,117550; 277590; 130650,"chromatin, metabolism, RNA metabolism, transcription",1,1
NSDHL,50814,300275,ENSG00000147383,2229,13398,Xq28,0,ID data freeze 650,4,"B, E, L1, P",Mendelian X-linked,recessive; dominant,0,CK SYNDROME; CONGENITAL HEMIDYSPLASIA WITH ICHTHYOSIFORM ERYTHRODERMA AND LIMB DEFECTS,CK SYNDROME; CONGENITAL HEMIDYSPLASIA WITH ICHTHYOSIFORM ERYTHRODERMA AND LIMB DEFECTS,0,300831; 308050,hedgehog signaling,0,0
NSUN2,54888,610916,ENSG00000037474,8620,25994,5p15.31,0,ID data freeze 650,2,"A, B, H",Mendelian autosomal,recessive,0,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE","MENTAL RETARDATION, AUTOSOMAL RECESSIVE 5; MRT5",0,611091,"cell cycle, microtubule, RNA metabolism",0,0
